url,player,school,position,scouting_report,strengths,weaknesses,bottom_line,comp
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-jonah-coleman-washington,Jonah Coleman,NA,HB,"Coleman, a former three-star back from Stockton, Calif., has an NFL build and fantastic career efficiency scores as both a rusher and receiver. His 225-plus-pound frame allows him to run behind his pads with good power and balance for yards after contact, but he also has surprisingly quick footwork and decent lateral movement skills. At just 5-foot-9, his stride length is shorter and limits his overall top gear and breakaway speed, but that stockier build also aids his contact balance. He’s also a good pass catcher and pass protector. The biggest knock on him will be his speed, as both his top speed and acceleration appear to be well below NFL averages. However, his elite zone-rushing grade over the past two years shows that once he builds momentum, his speed is good enough to find rushing lanes. He is also strong as an ox, evidenced by one career fumble on 672 career touches.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-seth-mcgowan-kentucky,Seth Mc Gowan,NA,HB,"McGowan is in the middle of a remarkable redemption story. A former four-star recruit who saw immediate playing time at Oklahoma, his path took a dramatic turn after he was arrested, pleaded guilty to felony larceny and served three months in jail, followed by a year of probation. Dismissed from the Sooners’ program, McGowan began a winding journey that led him from Texas College, an NAIA school, to Butler Community College, then to New Mexico State and ultimately Kentucky, where he fought through multiple injuries to start all 11 games in 2025. At 6-foot and 215 pounds, McGowan has the frame of a legitimate NFL back with difference-making athleticism. He brings pro-level explosiveness in short areas along with long speed, plus light feet and quick mental processing in space to make sharp cuts behind man-gap concepts. While he is not the biggest back, his build, paired with impressive speed-to-power conversion, allows him to generate strong yards after contact. He has the tools to be reliable in pass protection, though he had a few costly misses in 2025. McGowan has also seen steady work as a receiver but is not as dynamic in that phase of his game. Ball security remains an area for improvement after six fumbles over the past two seasons.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-emmett-johnson-nebraska,Emmett Johnson,NA,HB,"Johnson is a former three-star recruit from Minneapolis, Minnesota, who was a highly accomplished player at the Academy of Holy Angels, finishing his high school career with more than 6,000 all-purpose yards and a Minnesota Mr. Football award. He committed to Nebraska and, after redshirting in 2021, served as a part-time starter for two seasons before taking over as the full-time starter in 2025. His game is built on outstanding vision and elusiveness, highlighted by some of the quickest feet in this class. That allows him to navigate traffic effectively in man- and gap-scheme concepts, where he has posted an elite rushing grade over the past two seasons. Johnson is a natural receiver out of the backfield, and while he shows the mentality for strong pass protection, he could be overpowered at the next level due to his lack of bulk. He also runs with a determined style, consistently displaying high effort and competitive toughness.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-jadarian-price-notre-dame,Jadarian Price,NA,HB,"Price was a highly accomplished recruit who rushed for nearly 5,000 yards in high school before committing to Notre Dame. He was also a standout track athlete, competing in the 4×100, 4×200 and long jump. Price tore his Achilles tendon during his true freshman season and did not see game action, but he has served as an impactful backup to Jeremiyah Love over the past two years. At 5-foot-11 and 210 pounds, he is well built and looks the part of an NFL running back. He runs with strong legs and good balance, giving him the potential to generate consistent yards after contact, especially when paired with his bruising style. Price shows good burst and top-end speed when he can build momentum, which is why his best production has come in outside-zone concepts. Between the tackles, he can be hesitant and at times slow to identify daylight, though his vision improved in the second half of the 2025 season. He also lacks the creativity to consistently force missed tackles at this stage, but his short-area agility showed progress as the year went on. He does not have extensive experience as a pass catcher, though his strength and willingness in pass protection give him third-down potential.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-demond-claiborne-wake-forest,Demond Claiborne,NA,HB,"Claiborne is a former four-star recruit from Aylett, Virginia. In addition to football, he was a state title winner and runner-up in the 100-meter (10.61) and 200-meter dashes. At roughly 5-foot-10 and 195 pounds, Claiborne can cover ground quickly when he finds daylight. If he reaches the sideline with momentum, he has true home-run speed. Because of Wake Forest’s extended mesh in its RPO-heavy offense, it can be difficult to fully evaluate his vision in traditional man- and gap-scheme run concepts. Claiborne is an agile athlete who can make sudden cuts to force missed tackles and run functional routes out of the backfield. At times, however, he walks the line between patience and hesitancy in his tempo, though that improved in 2025. He is not a consistent yards-after-contact runner when squared up by defenders, making space and angles critical to his success. Claiborne also shows solid upside as a receiver and pass protector on third downs, though his lack of size can limit his reliability in pass protection.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-mike-washington-jr-arkansas,Mike Washington Jr.,NA,HB,"Washington, a former three-star recruit from Utica, New York, is a fifth-year running back who became a full-time starter at Arkansas in 2025. At 6-foot-2 and 225 pounds, he has long been viewed as the power option in a committee, which explains why he made occasional starts at Buffalo and New Mexico State before his time in Fayetteville but never fully took over the role. He is a power back, but one with added traits. His explosiveness and straight-line speed stand out, as he clocked over 20 mph seven times in 2025. That speed translates into strong speed-to-power conversion on contact, resulting in solid yards-after-contact production over the past two seasons. While his larger frame limits some fluidity and flexibility in space, he does show quick feet for short cuts and hops between the tackles in man- and gap-scheme concepts. Combined with above-average vision for blocking angles and open lanes, that makes him an intriguing early-down option. Washington has the frame for pass protection but has been inconsistent in that area, and his receiving production has been limited throughout his career. Ball security is also a concern after seven fumbles from 2024 to 2025.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-kaytron-allen-penn-state,Kaytron Allen,NA,HB,"Allen, nicknamed “Fatman,” is a former four-star recruit from Norfolk, Virginia, who has been one half of Penn State’s productive backfield alongside Nick Singleton for the past three seasons. At 5-foot-11 and 220 pounds, running behind his pads defines his game. If you evaluate him as a power back, there is plenty to like. Allen consistently falls forward and fights for extra yards after contact. He converts speed to power effectively and has the leg drive to handle short-yardage situations and run through arm tackles at the line of scrimmage. However, once he reaches the open field, he lacks true breakaway speed, which limits his effectiveness in outside-zone concepts. He has the build of an NFL running back but may not project as a true lead option unless he becomes more elusive and adds more value on third downs, both as a receiver and in pass protection.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-leveon-moss-texas-am,Le'Veon Moss,NA,HB,"Moss, a four-star recruit from Baton Rouge, Louisiana, brings a well-rounded skill set to the pro level. At 6-foot and 210 pounds, he has adequate size to operate between the tackles or bounce runs outside. While his versatility allows him to function in multiple blocking schemes, his light footwork and quick acceleration are especially effective in man- and gap-scheme concepts. His yards-after-contact production and contact balance improved significantly in 2024 and carried over into 2025. Moss has limited experience as a receiver, and although his pass-protection grades have been low, he shows developmental upside in that area. He suffered a knee injury late in 2024 and missed significant time in 2025 due to an ankle injury. Those durability concerns likely push him into the Day 3 range, though he has the tools to outperform his draft slot if he can stay healthy.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-desmond-reid-pittsburgh,Desmond Reid,NA,HB,"At 5-foot-8 and 175 pounds, Reid is the latest test case for how small an NFL running back can realistically be. He has been highly productive, totaling more than 1,200 rushing yards and 800 receiving yards over the past two seasons despite missing time with injury. His body control and short-area explosiveness are outstanding, leading to high missed-tackles-forced numbers, particularly as a receiver when he creates space with elite separation ability. As expected for a back of his size, his yards-after-contact production and pass-protection grades have been inconsistent. Still, he is not a weak player and has fumbled just once on more than 500 career carries. Reid also brings extensive receiving experience and value as a punt returner. History suggests that running backs of similar size rarely sustain long-term NFL success — even highly productive players such as Donnel Pumphrey struggled to stick. There is also a plausible path for Reid to transition into a more slot-receiver role at the next level.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-nicholas-singleton-penn-state,Nicholas Singleton,NA,HB,"Singleton is a former five-star recruit from Reading, Pennsylvania, who was a highly accomplished high school athlete with more than 100 total touchdowns and 6,000 rushing yards. He also competed in track, posting times of 10.89 seconds in the 100 meters, 22.89 seconds in the 200 meters and running on the 4×100 relay team. At 6-foot and 220 pounds, Singleton is a gifted athlete who converts top-tier speed and acceleration into power. He is also utilized frequently as a receiver out of the backfield. While he possesses all the physical tools teams look for in a running back, his style is fairly straightforward — when runs are blocked well, he maximizes yardage, but when they are not, he can leave evaluators wanting more. That limitation stems from inconsistent creativity with his vision and an inability to consistently force missed tackles in space. At times, his tempo can feel one-speed and linear. If he develops more playmaking nuance to complement his athletic profile, he has the potential to be an impactful NFL back. If not, he risks becoming more of a “what if” than a consistent contributor.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-jmari-taylor-virginia,J'Mari Taylor,NA,HB,"Taylor began his college career as a zero-star recruit who walked on at North Carolina Central, an HBCU in Durham, North Carolina. His start was delayed, as the 2020 season was canceled due to the COVID-19 pandemic, and he redshirted the following year. He then spent two seasons as a backup before breaking out in 2024 and transferring to the FBS level as a graduate student. He did not look out of place in 2025, flashing legitimate NFL ability. With a shorter, stockier build, Taylor runs with outstanding contact balance and impressive power behind his pads, which fuel his bruising style. He carries that power into pass protection, where he shows encouraging third-down upside. His hips are somewhat tight, which limits his ability to consistently change direction, though he does display effective one-cut quickness when pressing downhill. His vision and decisiveness are more consistent in wide-zone concepts than in between-the-tackles concepts.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-roman-hemby-indiana,Roman Hemby,NA,HB,"Hemby is a former three-star recruit from Edgewood, Maryland, who initially committed to Maryland out of high school. After redshirting as a freshman, he started for three seasons before transferring to Indiana for his final year of eligibility. That extensive starting experience shows up in his high football IQ. He is detail-oriented as a runner, showing patience to let blocks develop and strong technique both as a pass protector and receiver. His best work comes on third downs, where he varies the tempo of his routes and makes sharp cuts to create separation. In pass protection, his feet are quick enough to mirror rushers and get into position, though he too often struggles to anchor against power. As a runner, Hemby is most effective in man- and gap-scheme concepts, where he can rely on anticipation and decisiveness. He could stand to show more patience with the ball at times. He is not a home-run threat — efficiency, not explosiveness, defines his game. Still, his competitiveness and consistent effort in every phase should make him a favorite of coaching staffs.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-rahsul-faison-south-carolina,Rahsul Faison,NA,HB,"Faison’s football journey was lengthy — and admittedly difficult to track. After an impressive senior season in 2017, he initially planned to attend Stony Brook but was unable to enroll for academic reasons. He then spent a postgraduate year at Salisbury School in New England, which led to an opportunity at Marshall. There, he greyshirted in 2019 before departing for financial reasons. In 2020, Faison took online classes at Lackawanna College before heading to Snow College in Utah for a year of junior college football. He redshirted in 2021 and served as a rotational back in 2022. From there, he transferred to Utah State, where he became the starting running back in 2023 and 2024, before finishing his final year of eligibility at South Carolina in 2025. Despite the unconventional path, Faison does offer some NFL intrigue. At 6-foot and 220 pounds, he carries an above-average frame for the position and runs with power behind his pads, particularly between the tackles. He shows decent foot quickness behind the line of scrimmage, though sharper cuts and true change-of-direction ability can be a challenge. He has some third-down potential due to his strength in pass protection but needs greater consistency in that area, and his receiving résumé is limited. One additional factor to consider: Faison will be 26.5 years old during his first NFL training camp in 2026.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-adam-randall-clemson,Adam Randall,NA,HB,"Randall is a former four-star wide receiver who began his college career at receiver before transitioning to running back for his senior season in 2025. At 6-foot-3 and 235 pounds, his measurables rank near the top of the percentile charts now that he is classified as a running back. He also brings an impressive track background from high school, where he ran a 10.94-second 100 meters, giving him legitimate top-end speed and explosiveness out of the backfield. Because of his limited experience at running back, Randall’s vision and patience in space remain inconsistent. Too often, he relies strictly on the designed rush lane rather than adjusting dynamically to unfolding blocks. As a result, his work between the tackles in man- and gap-scheme concepts can be uneven. However, when operating in mid- and outside-zone schemes that allow him to press the line and make one decisive cut, he can generate chunk plays. His receiving background is an asset out of the backfield. While his pass-protection technique is inconsistent, he possesses the size and frame to develop into a reliable option in that area.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-terion-stewart-virginia-tech,Terion Stewart,NA,HB,"Stewart boasts eye-catching efficiency metrics, with missed-tackle-forced and yards-after-contact averages that rank near the top of the percentile charts. However, his tape can lack consistency and feel. At 5-foot-8, he has a shorter stride length that limits some build-up speed, though his acceleration is strong. He has a compact, powerful build that allows him to bounce off contact and deploy a firm stiff arm. His vision and anticipation as a runner are inconsistent, flashing at times but disappearing at others. He also has minimal receiving production. Stewart shows pass-protection upside thanks to his natural leverage and sturdy frame, but his recognition and anticipation in that area must improve. Ball security remains a significant concern, as drops and fumbles have plagued his game and must be cleaned up for him to earn consistent playing time.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-jaydn-ott-oklahoma,Jaydn Ott,NA,HB,"At his best early in his college career, Ott looked like a well-rounded running back prospect. He is not an elite athlete, but he is more than athletic enough — both linearly and laterally — for the NFL. In 2022 and 2023, he displayed strong patience and awareness, allowing blocks to develop and consistently finding open space. There were occasional lapses in pass protection, but he generally kept his eyes in the right place and has the build to hold up in that role. As a receiver, he produced consistently across all three seasons at Cal. The concern surfaced in 2025. Ott appeared disengaged at times and did not look like the same athlete or playmaker he was earlier in his career. Despite entering the season as a high-profile transfer, he barely saw the field. The full explanation remains unclear — even accounting for his summer shoulder injury — and that uncertainty clouds his draft profile.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-kaelon-black-indiana,Kaelon Black,NA,HB,"Black was a two-star running back recruit from Virginia Beach, Virginia, who committed to James Madison. After redshirting, he became the starter in his second season, but a torn ACL limited him to just three games. He returned to form as the starter in 2023 before following head coach Curt Cignetti to Indiana in 2024, where he has been a key part of the Hoosiers’ running back rotation over the past two seasons. Black has adequate size for the NFL, though he is slightly below average in both height and weight. He runs with a strong lower body, a high motor and a physical mentality that helps him generate solid yards after contact. His powerful legs also allow him to accelerate quickly once he plants and goes. Over the past two seasons, he has occasionally been a half-step late in identifying running lanes when operating behind power concepts. However, he has found more success in zone-blocking schemes — both inside and outside — where he can build momentum and attack a defined landmark. Black has very limited experience as a receiver, and while he shows the mindset to contribute in pass protection, he may struggle at times to anchor against stronger rushers.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-kentrel-bullock-south-alabama,Kentrel Bullock,NA,HB,"Bullock is a sixth-year running back who began his college career at Ole Miss, where he played sparingly as a backup for three seasons before transferring to South Alabama and emerging as the team’s lead back. At 5-foot-10 and 205 pounds, he has a compact, dense build that provides a strong center of gravity and good leg drive, allowing him to generate solid production through broken tackles and yards after contact. Those traits show up most clearly on runs between the tackles in man- and gap-scheme concepts, where his rushing efficiency is noticeably stronger than on zone runs. Bullock is a straightforward, downhill runner who offers reliability but lacks the creativity and agility to create in open space consistently. He has limited experience as a receiver, and that lack of creativity with the ball likely contributes to his minimal usage in the passing game. In pass protection, he possesses the strength to deliver some impactful blocks, but his technique can be erratic. He frequently drops his eyes when engaging defenders — a habit that must be corrected, as it shows up in other areas of his game as well.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-jam-miller-alabama,Jam Miller,NA,HB,"Miller is a former four-star recruit who still holds the career rushing record at Tyler Legacy High School in Tyler, Texas. He committed to Alabama and has been part of the Crimson Tide’s running back rotation since his true freshman season. At 5-foot-11 and 220 pounds, Miller has a powerful build and runs with a battering-ram, north-south style. He has also displayed strong ball security throughout his career, an important trait for a power runner. While his physical profile fits that mold, his game lacks creativity. His efficiency and elusiveness metrics are relatively low, and he often looks to charge forward immediately after receiving the handoff, even when better rushing lanes develop elsewhere. Miller has the build to become a reliable pass protector, but he must keep his eyes up and maintain a strong base to grow into a consistent third-down option.",NA,NA,NA,NA
https://www.pff.com/news/draft-pff-2026-nfl-draft-guide-chris-bell-louisville,Chris Bell,NA,WR,"Bell is a former three-star receiver from Yazoo City, Mississippi, who attended Greenville Christian School. He was a state champion as a senior and also competed in track, posting a 22.5-second time in the 200 meters. He brings that track speed to the field with impressive explosiveness and top-end speed, especially for a 225-pound receiver. Primarily aligned on the outside, Bell has produced his best work against press and man coverage, where he can overwhelm defenders with a combination of size, strength and vertical speed. He shows quick, explosive footwork and a solid variety of releases, and his physicality also translates as a blocker, where he can overpower defensive backs. However, while he is explosive, he lacks flexibility and start-stop ability, which limits his effectiveness against zone coverage. That shows up in both his lower receiving grades against zone and a route tree that is heavily built off vertical stems. Bell has also had some frustrating drops over the past few seasons, though he balances that with impressive contested catches. Teams will likely need to live with some inconsistency in exchange for his big-play ability.",NA,NA,NA,NA
